"Project Number","Package Number","Area/ WBS No.","Discipline","Document Type","Sequential Number","Revision","Document Number","Sht. %23 of %23","Area / Facility","Major Description","Broad Type","Full Title","Due Date","IFR Transmittal Date","IFC/IFU Transmittal Date","PPE Doc Status","% Complete","As Built Required (Y/N)","Certified Final Required (Y/N)","Tag Number (if any)","Comments","RDMC Document Number","PPE Doc Number","Rev A Transmittal Date","Rev 0 Transmittal Date","Aconex Doc Status","Aconex Review Status","Doc Owner","Main Group","Sub Group","BH","Drawing Pack","SourceSite","SourceFile","SourceTable","ImportBatchID","RowKey","ImportedOn","ImportVersion","Modified","FileLink","DocKey"
"6105A","E511B","6,210",,,"1","A","6105AE511B-6210-E-TRP-0001",,"Power Stations","Oil Distribution Transformer  - 6210-TXP-001",,"Power Stations - Oil Distribution Transformer  - 6210-TXP-001 - Test Report - ",,,,,"0%",,,,,,,,,,,"Maurizio Brescia",,,,,"https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/E511B%20SDDR.xlsx","E511B","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae511b-6210-e-trp-0001|a","02/28/2026 08:33:32","v1","2/28/2026 6:05 PM",,"6105ae511b-6210-e-trp-0001_a"
"6105A","E511B","0",,,"1","A","6105AE511B-0000-E-DST-0001",,"General","Oil Distribution Transformer Material Safety",,"General - Oil Distribution Transformer Material Safety - Datasheet - ",,,,,"0%",,,,,,,,,,,"Maurizio Brescia",,,,,"https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/E511B%20SDDR.xlsx","E511B","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae511b-0000-e-dst-0001|a","02/28/2026 08:33:46","v1","2/28/2026 6:05 PM",,"6105ae511b-0000-e-dst-0001_a"
"6105A","E511B","0",,,"2","A","6105AE511B-0000-E-DST-0002",,"General","Oil Distribution Transformer",,"General - Oil Distribution Transformer - Datasheet - ",,,,,"0%",,,,,,,,,,,"Maurizio Brescia",,,,,"https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/E511B%20SDDR.xlsx","E511B","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae511b-0000-e-dst-0002|a","02/28/2026 08:34:01","v1","2/28/2026 6:05 PM",,"6105ae511b-0000-e-dst-0002_a"
"6105A","E511B","0",,,"2","A","6105AE511B-0000-E-PRC-0002",,"General","Oil Distribution Transformer Manufacturers Standard Painting ",,"General - Oil Distribution Transformer Manufacturers Standard Painting  - Procedure - ",,,,,"0%",,,,,,,,,,,"Maurizio Brescia",,,,,"https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/E511B%20SDDR.xlsx","E511B","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae511b-0000-e-prc-0002|a","02/28/2026 08:34:15","v1","2/28/2026 6:05 PM",,"6105ae511b-0000-e-prc-0002_a"
"6105A","E511B","0",,,"1","A","6105AE511B-0000-E-SHP-0001",,"General","Oil Distribution Transformer Rating Plate(s)",,"General - Oil Distribution Transformer Rating Plate(s) - Shop Drawings - ",,,,,"0%",,,,,,,,,,,"Maurizio Brescia",,,,,"https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/E511B%20SDDR.xlsx","E511B","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae511b-0000-e-shp-0001|a","02/28/2026 08:34:30","v1","2/28/2026 6:05 PM",,"6105ae511b-0000-e-shp-0001_a"
"6105A","E511B","0",,,"1","A","6105AE511B-0000-E-MAN-0001",,"General","Oil Distribution Transformer Installation, Operation and Maintenance  (IOM)",,"General - Oil Distribution Transformer Installation, Operation and Maintenance  (IOM) - Manual - ",,,,,"0%",,,,,,,,,,,"Maurizio Brescia",,,,,"https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/E511B%20SDDR.xlsx","E511B","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae511b-0000-e-man-0001|a","02/28/2026 08:34:44","v1","2/28/2026 6:05 PM",,"6105ae511b-0000-e-man-0001_a"
"6105A","E511B","0",,,"1","A","6105AE511B-0000-E-GAD-0001",,"General","Oil Distribution Transformer Assembly Drawings",,"General - Oil Distribution Transformer Assembly Drawings - General Arrangement - ",,,,,"0%",,,,,,,,,,,"Maurizio Brescia",,,,,"https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/E511B%20SDDR.xlsx","E511B","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae511b-0000-e-gad-0001|a","02/28/2026 08:34:58","v1","2/28/2026 6:05 PM",,"6105ae511b-0000-e-gad-0001_a"
"6105A","E511B","0",,,"2","A","6105AE511B-0000-E-GAD-0002",,"General","Oil Distribution Transformer Outline Drawing",,"General - Oil Distribution Transformer Outline Drawing - General Arrangement - ",,,,,"0%",,,,,,,,,,,"Maurizio Brescia",,,,,"https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/E511B%20SDDR.xlsx","E511B","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae511b-0000-e-gad-0002|a","02/28/2026 08:35:12","v1","2/28/2026 6:05 PM",,"6105ae511b-0000-e-gad-0002_a"
"6105A","E511B","0",,,"1","A","6105AE511B-0000-E-DIA-0001",,"General","Oil Distribution Transformer Wiring",,"General - Oil Distribution Transformer Wiring - Diagram - ",,,,,"0%",,,,,,,,,,,"Maurizio Brescia",,,,,"https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/E511B%20SDDR.xlsx","E511B","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae511b-0000-e-dia-0001|a","02/28/2026 08:35:26","v1","2/28/2026 6:05 PM",,"6105ae511b-0000-e-dia-0001_a"
"6105A","E511B","0",,,"1","A","6105AE511B-0000-E-INS-0001",,"General","Oil Distribution Transformer Transport, Handling and Storage ",,"General - Oil Distribution Transformer Transport, Handling and Storage  - Instructions - ",,,,,"0%",,,,,,,,,,,"Maurizio Brescia",,,,,"https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/E511B%20SDDR.xlsx","E511B","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae511b-0000-e-ins-0001|a","02/28/2026 08:35:42","v1","2/28/2026 6:05 PM",,"6105ae511b-0000-e-ins-0001_a"
"6105A","E511B","0",,,"2","A","6105AE511B-0000-E-SHP-0002",,"General","Oil Distribution Transformer Transportation",,"General - Oil Distribution Transformer Transportation - Shop Drawings - ",,,,,"0%",,,,,,,,,,,"Maurizio Brescia",,,,,"https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/E511B%20SDDR.xlsx","E511B","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae511b-0000-e-shp-0002|a","02/28/2026 08:35:57","v1","2/28/2026 6:05 PM",,"6105ae511b-0000-e-shp-0002_a"
"6105A","E511B","0",,,"2","A","6105AE511B-0000-E-ITP-0002",,"General","Neutral Earthing Resistor ",,"General - Neutral Earthing Resistor  - Inspection Test Plan - ",,,,,"0%",,,,,,,,,,,"Maurizio Brescia",,,,,"https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/E511B%20SDDR.xlsx","E511B","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae511b-0000-e-itp-0002|a","02/28/2026 08:36:10","v1","2/28/2026 6:05 PM",,"6105ae511b-0000-e-itp-0002_a"
"6105A","E511B","0",,,"3","A","6105AE511B-0000-E-ITP-0003",,"General","Neutral Earthing Compensator Resistor",,"General - Neutral Earthing Compensator Resistor - Inspection Test Plan - ",,,,,"0%",,,,,,,,,,,"Maurizio Brescia",,,,,"https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/E511B%20SDDR.xlsx","E511B","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae511b-0000-e-itp-0003|a","02/28/2026 08:36:26","v1","2/28/2026 6:05 PM",,"6105ae511b-0000-e-itp-0003_a"
"6105A","E511B","0",,,"1","A","6105AE511B-0000-E-TRP-0001",,"General","Neutral Earthing Resistor - 11kV",,"General - Neutral Earthing Resistor - 11kV - Test Report - ",,,,,"0%",,,,,,,,,,,"Maurizio Brescia",,,,,"https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/E511B%20SDDR.xlsx","E511B","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae511b-0000-e-trp-0001|a","02/28/2026 08:36:41","v1","2/28/2026 6:05 PM",,"6105ae511b-0000-e-trp-0001_a"
"6105A","E511B","0",,,"2","A","6105AE511B-0000-E-TRP-0002",,"General","Neutral Earthing Resistor - 690V",,"General - Neutral Earthing Resistor - 690V - Test Report - ",,,,,"0%",,,,,,,,,,,"Maurizio Brescia",,,,,"https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E511B-DistributionTransformers/Live%20Documents/E511B%20SDDR.xlsx","E511B","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae511b-0000-e-trp-0002|a","02/28/2026 08:36:55","v1","2/28/2026 6:05 PM",,"6105ae511b-0000-e-trp-0002_a"
"6105A","E102","0",,,"1","A","6105AE102-0000-E-INS-0001",,"General","E-House Transport",,"General - E-House Transport - Instruction - 6253-SR-101, 6253-SR-201, 6256-SR-301, 6256-SR-401","2/2/2027 2:00 AM",,,,,,,,,,,,,,,"Oleksandr Malyshko",,,,,"https://ppetechcoza.sharepoint.com/sites/E102-SynchronousCondensers/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E102-SynchronousCondensers/LIVE%20DOCUMENTS/E102%20SDDR.xlsx","_E102","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae102-0000-e-ins-0001|a","02/28/2026 08:38:00","v1","2/28/2026 6:05 PM",,"6105ae102-0000-e-ins-0001_a"
"6105A","E102","0",,,"1","A","6105AE102-0000-E-IOM-0001",,"General","E-House Installation, Operation and Maintenance (IOM)",,"General - E-House Installation, Operation and Maintenance (IOM) - Manual - 6253-SR-101, 6253-SR-201, 6256-SR-301, 6256-SR-401","6/2/2026 2:00 AM",,,,,,,,,,,,,,,"Oleksandr Malyshko",,,,,"https://ppetechcoza.sharepoint.com/sites/E102-SynchronousCondensers/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E102-SynchronousCondensers/LIVE%20DOCUMENTS/E102%20SDDR.xlsx","_E102","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae102-0000-e-iom-0001|a","02/28/2026 08:38:14","v1","2/28/2026 6:05 PM",,"6105ae102-0000-e-iom-0001_a"
"6105A","E102","0",,,"2","A","6105AE102-0000-E-IOM-0002",,"General","UPS Installation, Operation and Maintenance (IOM)",,"General - UPS Installation, Operation and Maintenance (IOM) - Manual - 6253-UPS-101, 6253-UPS-201, 6256-UPS-301, 6256-UPS-401","3/4/2026 2:00 AM",,,,,,,,,,,,,,,"Maurizio Brescia",,,,,"https://ppetechcoza.sharepoint.com/sites/E102-SynchronousCondensers/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E102-SynchronousCondensers/LIVE%20DOCUMENTS/E102%20SDDR.xlsx","_E102","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae102-0000-e-iom-0002|a","02/28/2026 08:38:29","v1","2/28/2026 6:05 PM",,"6105ae102-0000-e-iom-0002_a"
"6105A","E102","0",,,"1","A","6105AE102-0000-E-MAN-0001",,"General","LV MCC_Installation, Operation and Maintenance (IOM)",,"General - LV MCC_Installation, Operation and Maintenance (IOM) - Manual - 6253-MCC-101, 6253-MCC-201, 6256-MCC-301, 6256-MCC-401","3/4/2026 2:00 AM",,,,,,,,,,,,,,,"Belen Garcia-San-Miguel",,,,,"https://ppetechcoza.sharepoint.com/sites/E102-SynchronousCondensers/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E102-SynchronousCondensers/LIVE%20DOCUMENTS/E102%20SDDR.xlsx","_E102","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae102-0000-e-man-0001|a","02/28/2026 08:39:30","v1","2/28/2026 6:05 PM",,"6105ae102-0000-e-man-0001_a"
"6105A","E102","0",,,"3","A","6105AE102-0000-E-PRC-0003",,"General","LV MCC",,"General - LV MCC - Factory Acceptance Test Procedure - 6253-MCC-101, 6253-MCC-201, 6256-MCC-301, 6256-MCC-401","10/4/2026 2:00 AM",,,,,,,,,,,,,,,"Belen Garcia-San-Miguel",,,,,"https://ppetechcoza.sharepoint.com/sites/E102-SynchronousCondensers/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E102-SynchronousCondensers/LIVE%20DOCUMENTS/E102%20SDDR.xlsx","_E102","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae102-0000-e-prc-0003|a","02/28/2026 08:40:15","v1","2/28/2026 6:05 PM",,"6105ae102-0000-e-prc-0003_a"
"6105A","E102","0",,,"4","A","6105AE102-0000-E-PRC-0004",,"General","UPS",,"General - UPS - Factory Acceptance Test Procedure - 6253-UPS-101, 6253-UPS-201, 6256-UPS-301, 6256-UPS-401","10/4/2026 2:00 AM",,,,,,,,,,,,,,,"Maurizio Brescia",,,,,"https://ppetechcoza.sharepoint.com/sites/E102-SynchronousCondensers/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E102-SynchronousCondensers/LIVE%20DOCUMENTS/E102%20SDDR.xlsx","_E102","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae102-0000-e-prc-0004|a","02/28/2026 08:40:32","v1","2/28/2026 6:05 PM",,"6105ae102-0000-e-prc-0004_a"
"6105A","E102","0",,,"2","A","6105AE102-0000-E-SPC-0002",,"General","E-House Painting",,"General - E-House Painting - Specification - 6253-SR-101, 6253-SR-201, 6256-SR-301, 6256-SR-401","6/2/2026 2:00 AM",,,,,,,,,,,,,,,"Oleksandr Malyshko",,,,,"https://ppetechcoza.sharepoint.com/sites/E102-SynchronousCondensers/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E102-SynchronousCondensers/LIVE%20DOCUMENTS/E102%20SDDR.xlsx","_E102","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae102-0000-e-spc-0002|a","02/28/2026 08:41:05","v1","2/28/2026 6:05 PM",,"6105ae102-0000-e-spc-0002_a"
"6105A","E102","6,253",,,"1","A","6105AE102-6253-E-CAL-0001",,"Synchronous Condenser 1","E-House Design Fire Protection System",,"Synchronous Condenser 1 - E-House Design Fire Protection System - Calculation - 6253-SR-101","1/5/2026 2:00 AM",,,,,,,,,,,,,,,"Oleksandr Malyshko",,,,,"https://ppetechcoza.sharepoint.com/sites/E102-SynchronousCondensers/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E102-SynchronousCondensers/LIVE%20DOCUMENTS/E102%20SDDR.xlsx","_E102","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae102-6253-e-cal-0001|a","02/28/2026 08:42:48","v1","2/28/2026 6:05 PM",,"6105ae102-6253-e-cal-0001_a"
"6105A","E102","6,253",,,"2","A","6105AE102-6253-E-CAL-0002",,"Synchronous Condenser 1","E-House Design Fire Protection System",,"Synchronous Condenser 1 - E-House Design Fire Protection System - Calculation - 6253-SR-201","1/5/2026 2:00 AM",,,,,,,,,,,,,,,"Oleksandr Malyshko",,,,,"https://ppetechcoza.sharepoint.com/sites/E102-SynchronousCondensers/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E102-SynchronousCondensers/LIVE%20DOCUMENTS/E102%20SDDR.xlsx","_E102","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae102-6253-e-cal-0002|a","02/28/2026 08:43:01","v1","2/28/2026 6:05 PM",,"6105ae102-6253-e-cal-0002_a"
"6105A","E102","6,253",,,"3","A","6105AE102-6253-E-CAL-0003",,"Synchronous Condenser 1","E-House Design HVAC",,"Synchronous Condenser 1 - E-House Design HVAC - Calculation - 6253-SR-101","1/5/2026 2:00 AM",,,,,,,,,,,,,,,"Oleksandr Malyshko",,,,,"https://ppetechcoza.sharepoint.com/sites/E102-SynchronousCondensers/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E102-SynchronousCondensers/LIVE%20DOCUMENTS/E102%20SDDR.xlsx","_E102","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae102-6253-e-cal-0003|a","02/28/2026 08:43:17","v1","2/28/2026 6:05 PM",,"6105ae102-6253-e-cal-0003_a"
"6105A","E516B","0",,,"1","A","6105AE516B-0000-G-DDR-0001",,"General","Project Document List",,"General - Project Document List - Document and Data Register - ",,,,,"0%",,,,,,,,,,,"Mario Reitze",,,,,"https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/E516B%20SDDR.xlsx","E516B","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae516b-0000-g-ddr-0001|a","02/28/2026 08:43:37","v1","2/28/2026 6:05 PM",,"6105ae516b-0000-g-ddr-0001_a"
"6105A","E516B","0",,,"1","A","6105AE516B-0000-G-CHR-0001",,"General","ABB Organization",,"General - ABB Organization - Chart - ",,,,,"0%",,,,,,,,,,,"Thomas Krueger",,,,,"https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/E516B%20SDDR.xlsx","E516B","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae516b-0000-g-chr-0001|a","02/28/2026 08:43:52","v1","2/28/2026 6:05 PM",,"6105ae516b-0000-g-chr-0001_a"
"6105A","E516B","0",,,"1","A","6105AE516B-0000-G-PLN-0001",,"General","Project Communication ",,"General - Project Communication  - Plan - ",,,,,"0%",,,,,,,,,,,"Thomas Krueger",,,,,"https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/E516B%20SDDR.xlsx","E516B","b3951a64-c64f-4633-a8e3-03083b04a67a","6105ae516b-0000-g-pln-0001|a","02/28/2026 08:44:08","v1","2/28/2026 6:05 PM",,"6105ae516b-0000-g-pln-0001_a"
"6105A","E516B","0",,,"1","A","6105AE516B-0000-G-SCH-0001",,"General","Project Baseline",,"General - Project Baseline - Schedule - ",,,,,"0%",,,,,,,,,,,"Milan Vucelic",,,,,"https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/E516B%20SDDR.xlsx","E516B","b55b302c-8d03-424a-963b-fa71e49727ca","6105ae516b-0000-g-sch-0001|a","02/28/2026 04:43:10","v1","2/28/2026 6:05 PM",,"6105ae516b-0000-g-sch-0001_a"
"6105A","E516B","0",,,"1","A","6105AE516B-0000-G-BOS-0001",,"General","Basis of",,"General - Basis of - Schedule - ",,,,,"0%",,,,,,,,,,,"Milan Vucelic",,,,,"https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/E516B%20SDDR.xlsx","E516B","b55b302c-8d03-424a-963b-fa71e49727ca","6105ae516b-0000-g-bos-0001|a","02/28/2026 04:43:25","v1","2/28/2026 6:05 PM",,"6105ae516b-0000-g-bos-0001_a"
"6105A","E516B","0",,,"2","A","6105AE516B-0000-G-SCH-0002",,"General","Project Weekly Update",,"General - Project Weekly Update - Schedule - ",,,,,"0%",,,,,,,,,,,"Milan Vucelic",,,,,"https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/E516B%20SDDR.xlsx","E516B","b55b302c-8d03-424a-963b-fa71e49727ca","6105ae516b-0000-g-sch-0002|a","02/28/2026 04:43:41","v1","2/28/2026 6:05 PM",,"6105ae516b-0000-g-sch-0002_a"
"6105A","E516B","0",,,"2","A","6105AE516B-0000-G-PLN-0002",,"General","Project Quality ",,"General - Project Quality  - Plan - ",,,,,"0%",,,,,,,,,,,"Thomas Krueger",,,,,"https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/E516B%20SDDR.xlsx","E516B","b55b302c-8d03-424a-963b-fa71e49727ca","6105ae516b-0000-g-pln-0002|a","02/28/2026 04:43:57","v1","2/28/2026 6:05 PM",,"6105ae516b-0000-g-pln-0002_a"
"6105A","E516B","0",,,"1","A","6105AE516B-0000-G-RPT-0001",,"General","Monthly Progress",,"General - Monthly Progress - Report - ",,,,,"0%",,,,,,,,,,,"Thomas Krueger",,,,,"https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/E516B%20SDDR.xlsx","E516B","b55b302c-8d03-424a-963b-fa71e49727ca","6105ae516b-0000-g-rpt-0001|a","02/28/2026 04:44:12","v1","2/28/2026 6:05 PM",,"6105ae516b-0000-g-rpt-0001_a"
"6105A","E516B","6,200",,,"1","A","6105AE516B-6200-E-TRP-0001",,"On-Site Power Supply and Transmission","E-House - 6200-SR-051 ",,"On-Site Power Supply and Transmission - E-House - 6200-SR-051  - Test Report - ",,,,,"0%",,,,,,,,,,,"Lazar Kobiljski",,,,,"https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/E516B%20SDDR.xlsx","E516B","b55b302c-8d03-424a-963b-fa71e49727ca","6105ae516b-6200-e-trp-0001|a","02/28/2026 04:44:28","v1","2/28/2026 6:05 PM",,"6105ae516b-6200-e-trp-0001_a"
"6105A","E516B","6,286",,,"1","A","6105AE516B-6286-E-CAL-0001",,"Mining Open Pit","E-House Design  Fire Protection System - 6286-SR-002",,"Mining Open Pit - E-House Design  Fire Protection System - 6286-SR-002 - Calculation - ",,,,,"0%",,,,,,,,,,,"Lazar Kobiljski",,,,,"https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/E516B%20SDDR.xlsx","E516B","b55b302c-8d03-424a-963b-fa71e49727ca","6105ae516b-6286-e-cal-0001|a","02/28/2026 04:44:45","v1","2/28/2026 6:05 PM",,"6105ae516b-6286-e-cal-0001_a"
"6105A","E516B","6,200",,,"1","A","6105AE516B-6200-E-GAD-0001",,"On-Site Power Supply and Transmission","E-House Assembly Drawings - 6200-SR-051 ",,"On-Site Power Supply and Transmission - E-House Assembly Drawings - 6200-SR-051  - General Arrangement - ",,,,,"0%",,,,,,,,,,,"Lazar Kobiljski",,,,,"https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/E516B%20SDDR.xlsx","E516B","b55b302c-8d03-424a-963b-fa71e49727ca","6105ae516b-6200-e-gad-0001|a","02/28/2026 04:45:00","v1","2/28/2026 6:05 PM",,"6105ae516b-6200-e-gad-0001_a"
"6105A","E516B","6,200",,,"1","A","6105AE516B-6200-E-DIA-0001",,"On-Site Power Supply and Transmission","E-House Detail Design Drawing Auxiliaries - 6200-SR-051",,"On-Site Power Supply and Transmission - E-House Detail Design Drawing Auxiliaries - 6200-SR-051 - Diagram - ",,,,,"0%",,,,,,,,,,,"Lazar Kobiljski",,,,,"https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/E516B%20SDDR.xlsx","E516B","b55b302c-8d03-424a-963b-fa71e49727ca","6105ae516b-6200-e-dia-0001|a","02/28/2026 04:45:17","v1","2/28/2026 6:05 PM",,"6105ae516b-6200-e-dia-0001_a"
"6105A","E516B","6,200",,,"2","A","6105AE516B-6200-E-DIA-0002",,"On-Site Power Supply and Transmission","E-House Internal Interconnections - 6200-SR-051",,"On-Site Power Supply and Transmission - E-House Internal Interconnections - 6200-SR-051 - Diagram - ",,,,,"0%",,,,,,,,,,,"Lazar Kobiljski",,,,,"https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/Forms/AllItems.aspx","https://ppetechcoza.sharepoint.com/sites/E516B-E-Rooms/LIVE%20DOCUMENTS/E516B%20SDDR.xlsx","E516B","b55b302c-8d03-424a-963b-fa71e49727ca","6105ae516b-6200-e-dia-0002|a","02/28/2026 04:45:32","v1","2/28/2026 6:05 PM",,"6105ae516b-6200-e-dia-0002_a"
